n_games,avg_error
2,1.3337632999155091
3,1.2026350407461701
4,1.1170782827953079
5,1.049724362450162
6,0.9974226949548494
7,0.9604914993775768
8,0.8789001966455683
9,0.85171576787711
10,0.8171250278427836
11,0.7856698742721355
12,0.7496154623799143
13,0.7145529490671643
14,0.6882216521551188
15,0.6699535562586515
16,0.6626043979227535
17,0.6389168073469504
18,0.6033912416275751
19,0.5991880032912553
20,0.575944879412029
