n_games,avg_error
2,1.315574947936476
3,1.2125330751466776
4,1.1162394200181598
5,1.054263546452122
6,0.9886864909260534
7,0.9345508798497402
8,0.9184674290891297
9,0.8514119750316606
10,0.812289045781721
11,0.7754385567085464
12,0.7602585385260034
13,0.7271244621409748
14,0.7004409251404641
15,0.681339622402936
16,0.6530242908250756
17,0.6279949598895184
18,0.6146964032193469
19,0.6112750798731078
20,0.5871092724603728
