n_games,avg_error
2,1.3362237276034357
3,1.213143101838783
4,1.130042308599751
5,1.0577288409318437
6,0.9929593507915376
7,0.9388193441402956
8,0.8969457492246834
9,0.8659900564972358
10,0.8195807731486094
11,0.8067592338319726
12,0.7784019450121491
13,0.7401465343360227
14,0.7201203982940505
15,0.6853987056777205
16,0.6877302544197708
17,0.6515933741445238
18,0.631542035282423
19,0.6296664747745694
20,0.5981555179639458
