n_games,avg_error
2,1.168243091114371
3,1.0567888462130994
4,0.9781160468423314
5,0.9226766237025952
6,0.8762522176761665
7,0.8415363801419667
8,0.7719144569725236
9,0.7450082130984329
10,0.7132096724464346
11,0.6899588677745386
12,0.657383859346217
13,0.6208452965841708
14,0.6053421706484495
15,0.5842455366159844
16,0.5749121832075694
17,0.554947508476184
18,0.5181225809893317
19,0.5162316330299057
20,0.4960537743263479
