n_games,avg_error
2,1.1738293180317263
3,1.0756492306782728
4,1.0069641440446646
5,0.9560572348271333
6,0.9014491146311652
7,0.8651633533772998
8,0.8255395290205659
9,0.8044481397923666
10,0.7618123350988709
11,0.7515577392751801
12,0.7307342598279782
13,0.7029778409093216
14,0.6850597269292569
15,0.6612963353794235
16,0.6685776611608115
17,0.6297755261827271
18,0.6102744905846335
19,0.6149636465158795
20,0.579866925701178
