n_games,avg_error
2,1.1489222791575153
3,1.064209441006977
4,0.9740686032466793
5,0.9278779490281123
6,0.8684297381922277
7,0.8213720735489725
8,0.8015351415995885
9,0.7461207263997844
10,0.7178137866158245
11,0.6808563423812667
12,0.6658357782477394
13,0.6333305995748222
14,0.6102775944531855
15,0.595963242729911
16,0.5662682483458233
17,0.5467207865382601
18,0.5315663988193358
19,0.5312081085651603
20,0.5050194154557146
