n_games,avg_error
2,1.3233845547360288
3,1.206800293191385
4,1.1169141661378876
5,1.103998241939119
6,0.9968055820259327
7,0.9797752396456315
8,0.8760156296527237
9,0.8317572995827588
10,0.7932836136181027
11,0.7157968906665456
12,0.7179244298847359
13,0.7038327241405933
14,0.6913068536780811
15,0.6470439853849985
16,0.6235705260891248
17,0.6529154865764639
18,0.5937727455838558
19,0.5362982802271169
20,0.5395328435081984
