n_games,avg_error
2,1.1636002376265977
3,1.0724964088182718
4,0.9618295675739276
5,0.9426507101622564
6,0.8412174366752257
7,0.8180626676479392
8,0.7688561218121893
9,0.7374021876273715
10,0.6946761744084655
11,0.6736854764188727
12,0.6483997384581839
13,0.6126688529557931
14,0.6002893807095427
15,0.5729435105798021
16,0.5451663123448208
17,0.5319328168451158
18,0.5159943987072139
19,0.5047472660590185
20,0.48666482868360755
