n_games,avg_error
2,1.170841931652108
3,1.049572306789512
4,0.9897203821690592
5,0.9550142884791325
6,0.8783626383564739
7,0.8548022766285625
8,0.788567895558904
9,0.7297497514668949
10,0.6998866501361366
11,0.6259692659095758
12,0.6411912244214496
13,0.6085244060619558
14,0.5931996668902966
15,0.5600301792330625
16,0.5558325326963015
17,0.5543704624529456
18,0.5138970888687611
19,0.45269044363279276
20,0.4626254614068348
